,LPS,NACE (DELETE!),GNFR,E-PRTR/PRTR Facility ID,Height class (TODO),Longitude,Latitude,NOx (as NO2) [kt],NMVOC [kt],SOx (as SO2) [kt],NH3 [kt],PM2.5 [kt],PM10 [kt],CO [kt],Pb [t],Cd [t],Hg [t],PCDD/ PCDF (dioxins/ furans) [g I-Teq],PAHs [t],HCB [kg],PCBs [kg]
332,Elektrowerk Weisweiler GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,06-05-300-0876744,,6.30730343027107,50.824818050471,,,,,,,,,,,,,,
333,Elking Hiltrud,146: Raising of swine/pigs,,03-92-46000020477,,8.22738058135402,52.509551763008,,,,0.011,,,,,,,,,,
334,"Ellermann, Carsten",146: Raising of swine/pigs,,03-91-45901300650,,8.35480189322892,52.3658298004083,,,,0.0165,,,,,,,,,,
335,Elterntieranlage Möckern,147: Raising of poultry,,12984,,12.0077618019549,52.1804141590457,,,,0.116,,,,,,,,,,
336,Elterntieranlage Zeesen,147: Raising of poultry,,12-50613180000,,13.6260519707436,52.2740353940382,,,,0.0613,,,,,,,,,,
337,Emerald Irish Pork GmbH,146: Raising of swine/pigs,,12-60690810000,,12.6219968587741,52.3784951660405,,,,0.1152,,,,,,,,,,
338,Energie SaarLorLux AG Heizkraftwerk Römerbrücke,3530: Steam and air conditioning supply,A_PublicPower,06-10-0020157,,7.01481264944726,49.2237038817078,0.131,,,,,,,,,,,,,
339,Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,3511: Production of electricity,A_PublicPower,06-05-300-0838652,,7.08115663540052,50.7339539006811,0.341,,,,,,,,,,,,,
340,Enertec Hameln GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-07-07070168330,,9.38839941139385,52.098869427878,0.838,,,0.0834,,,,,,,,,,
341,Enka GmbH & Co. KG,2060: Manufacture of man-made fibres,B_Industry,06-09-676-4111-0001,,9.149768140748,49.8310940585854,,,0.329,,,,,,,,,,,
342,"Enseling, Tonius und Mechthild GbR",146: Raising of swine/pigs,,06-05-554-9973731,,7.19270701610677,52.0479690777963,,,,0.0166,,,,,,,,,,
343,Entsorgungsgesellschaft Mainz mbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,07-04-6377464,,8.23839584521204,50.0253131675084,0.283,,,,,,,,,,,,,
344,Entsorgungswirtschaft Landkreis Harz AöR,3821: Treatment and disposal of non-hazardous waste,5.d,10019,,10.7684554310479,51.8693379460597,,,,,,,,,,,,,,
345,Entsorgungszentrum Schwalm-Eder,3822: Treatment and disposal of hazardous waste,5.d,06-06000030634,,9.31793612432394,51.0884139453468,,,,,,,,,,,,,,
346,Erdgasverdichterstation MEGAL Waidhaus,3522: Distribution of gaseous fuels through mains,A_PublicPower,06-09-374-0001-0001,,12.5136712355444,49.6551927136703,,,,,,,,,,,,,,
347,Erzeugergemeinschaft Fleischschwein Groß Leine e.G.,150: Mixed farming,,12-50610120000,,14.073858696796,51.9953681423882,,,,0.0118,,,,,,,,,,
348,Escherfeld Mast KG,146: Raising of swine/pigs,,06-05-762-0210407,,9.11778910067972,51.6510884220478,,,,0.0202,,,,,,,,,,
349,Essink Helma,146: Raising of swine/pigs,,03-88-45601539680,,7.04340985988986,52.4955815150014,,,,0.0105,,,,,,,,,,
350,Essity Operations Mannheim GmbH,1711: Manufacture of pulp,B_Industry,06-08-2951606,,8.45707983204561,49.5354986413784,1.254,0.753,,,,,,,,,,,,
351,Esther Buchenau Schweinemast,146: Raising of swine/pigs,,01-40-59074193454,,9.82263427245076,54.652438212134,,,,0.016,,,,,,,,,,
352,EvoBus GmbH,2920: Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,E_Solvents,06-09-775-2109-0001,,10.0398562650075,48.3930956386807,,,0.158,,,,,,,,,,,
353,Evonik Degussa GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-500-0875785,,7.10303987874825,51.6783861500897,20.64,8.304,,,,,,,,0.23160000000000006,,,,
354,Evonik Degussa GmbH Werk Wesseling,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-300-0420058,,6.97628646166858,50.8340999033365,1.7519999999999996,,,,,,,,,,,,,
355,Evonik Functional Solutions GmbH Werk Lülsdorf,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-300-0114222,,7.02753317102566,50.827926548,,,,,,,,,,0.174,,,,
356,Evonik Röhm GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,07-04-6055400,,8.36581144465543,49.6546828805751,2.0250000000000004,6.0,,,,,,,,,,,,
357,Ewald Rostek GmbH,2561: Treatment and coating of metals,B_Industry,06-05-900-0160195,,7.78030938433799,51.4479761127022,,,,,,,,,,,,,,
358,Exeler Schweineaufzucht GbR,146: Raising of swine/pigs,,06-05-500-9963096,,7.49437095608927,52.3094736617988,,,,0.0237,,,,,,,,,,
359,F ritz Winter Eisengießerei GmbH & Co. KG,2451: Casting of iron,B_Industry,06-00000010534,,9.01114385737889,50.8189066798328,,,0.6,,,,,,0.013300000000000001,,,,,
360,FELS-WERKE Kalkwerk Hornberg,2352: Manufacture of lime and plaster,3.c.iii,18045,,10.7639040421949,51.7599976494764,,,,,,,14.7,,,,,,,
361,FELS-WERKE Kalkwerk Kaltes Tal,2352: Manufacture of lime and plaster,3.c.iii,18044,,10.8340204083728,51.7706054010665,0.227,,,,,,7.72,,,,,,,
362,FELS-WERKE Kalkwerk Rübeland,2352: Manufacture of lime and plaster,3.c.iii,18043,,10.8276711982596,51.7530072859272,,,,,,,1.7,,,,,,,
363,FHW Neukölln AG,3530: Steam and air conditioning supply,A_PublicPower,06-11-01-1502601,,13.4549351104048,52.4791854622855,0.129,,,,,,,,,,,,,
364,FS Karton GmbH,1712: Manufacture of paper and paperboard,B_Industry,06-05-100-0042820,,6.69212437802603,51.2186585683963,0.268,,,,,,,,,,,,,
365,FVS Fernwärme-Verbund Saar GmbH Zentralstation Saarlouis,3530: Steam and air conditioning supply,A_PublicPower,06-10-0096761,,6.73765598258163,49.3462711969974,,,,,,,,,,,,,,
366,FZV Ferkelaufzucht und -vertriebs GmbH - Gladau,146: Raising of swine/pigs,,10098,,12.0957395115225,52.3176042714016,,,,0.0518,,,,,,,,,,
367,Farm Hofing I,147: Raising of poultry,,06-09-376-0028-0001,,12.2471575560858,49.2561375916374,,,,0.0128,,,,,,,,,,
368,Farm Hofing II,147: Raising of poultry,,06-09-376-0028-0002,,12.2457682593656,49.2534414175628,,,,0.0128,,,,,,,,,,
369,Farm Hofing III,147: Raising of poultry,,06-09-376-0028-0003,,12.2498796526446,49.25118228377,,,,0.0128,,,,,,,,,,
370,Farm Hubertus,147: Raising of poultry,,06-09-376-0115-0001,,12.2895533891786,49.2246535766769,,,,0.0364,,,,,,,,,,
371,Farm Hötensleben GmbH,147: Raising of poultry,,11487,,11.0420642086769,52.0712270063968,,,,0.0117,,,,,,,,,,
372,"Farnstädter Frischei GmbH & Co. KG - Farnstädt, Köhlerweg -",147: Raising of poultry,,15777,,11.5492138852617,51.4310042805815,,,,0.0101,,,,,,,,,,
373,Farnstädter Frischei GmbH & Co. KG - Gatterstädt- -,147: Raising of poultry,,18596,,11.5832666831408,51.3947235138125,,,,0.0105,,,,,,,,,,
374,"Farwick, Josef",146: Raising of swine/pigs,,06-05-558-0108555,,7.44126415676215,51.7302385626685,,,,0.0236,,,,,,,,,,
375,"Faserplattenherstellungsanlage EGGER, Wismar",1621: Manufacture of veneer sheets and wood-based panels,B_Industry,13-40-1300647,,11.4571602178387,53.910684700539,1.316,,,,,,,,,,,,,
376,Faserplattenwerk Fiberboard GmbH,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,12-50724000392,,13.5160385254685,52.0757284828772,0.604,,0.698,,,,,,,,,,,
377,Fehmarn-Hof Schweinehaltungs-KG,146: Raising of swine/pigs,,01-20-55046000004,,11.0585841002688,54.4873233380846,,,,0.0213,,,,,,,,,,
378,Fels-Werke GmbH,2352: Manufacture of lime and plaster,3.c.iii,12-30642900000,,13.8300469517844,52.4864480501054,,,,,,,,,,,,,,
379,Fels-Werke GmbH Kalkwerk Münchehof,2352: Manufacture of lime and plaster,3.c.iii,03-01-01227571140,,10.1908974492968,51.8435851473783,0.123,,,,,,4.95,,,,,,,
380,Ferkelerzeugergesellschaft mbH Meseberg,146: Raising of swine/pigs,,12601,,11.5257059598398,52.2779939770894,,,,0.014,,,,,,,,,,
381,Ferkelerzeugung Lüns GbR,146: Raising of swine/pigs,,06-05-700-9074940,,8.75434332765502,51.6116334901803,,,,0.0171,,,,,,,,,,
382,Ferkelgut Pinnow GmbH & Co. Produktions KG,146: Raising of swine/pigs,,12-10700660000,,11.6117165156287,53.2071329187135,,,,0.0113,,,,,,,,,,
383,Ferkelproduktion GmbH Theeßen,146: Raising of swine/pigs,,12603,,12.0650448320603,52.2425430233272,,,,0.012,,,,,,,,,,
384,Ferkelzuchtbetrieb Reichenbach GmbH & Co. KG,146: Raising of swine/pigs,,14-65-55443322111,,13.0950251230682,51.0529442518066,,,,0.018,,,,,,,,,,
385,Fernwärme Ulm GmbH,3530: Steam and air conditioning supply,A_PublicPower,06-08-1383701,,9.96543606960752,48.396659156703,0.442,,,,,,,,,,,,,
386,Filthaut Walter,146: Raising of swine/pigs,,06-05-978-0235646,,7.81080687448831,51.5264674590166,,,,0.0108,,,,,,,,,,
387,Flensburger Schiffbau-Gesellschaft mbH & Co. KG,3011: Building of ships and floating structures,E_Solvents,01-50-01000004864,,9.43357019790785,54.8080596749195,,,0.147,,,,,,,,,,,
388,Flughafen München GmbH - Energiezentrale,5223: Service activities incidental to air transportation,A_PublicPower,06-09-178-0722-0001,,11.7671441028026,48.3572799739746,0.132,,,,,,,,,,,,,
389,Fläming-Farm eG,146: Raising of swine/pigs,,12-60690400000,,12.4997508368033,52.053643605469,,,,0.0229,,,,,,,,,,
390,Fläminger Tiergut GmbH,146: Raising of swine/pigs,,12-60690050000,,12.6412837296997,52.1787909857257,,,,0.0537,,,,,,,,,,
391,Fondium Mettmann GmbH ehemals GF Casting Solutions Mettmann GmbH,2451: Casting of iron,B_Industry,06-05-100-0220879,,6.98527738305176,51.2463781561175,,,,,,,,,,,,,,
392,Fondium Singen GmbH,2451: Casting of iron,B_Industry,06-08-3854809,,8.84563844118674,47.7599161624395,,,,,,,,,,,,,,
393,Ford - Werke GmbH,2910: Manufacture of motor vehicles,E_Solvents,06-05-300-0128149,,6.95644389287454,51.0091508917926,,,0.518,,,,,,,,,,,
394,Ford-Werke GmbH .,2910: Manufacture of motor vehicles,E_Solvents,06-10-0055068,,6.76519668268831,49.3474369377787,,,1.544,,,,,,,,,,,
395,Frank Ehlers,146: Raising of swine/pigs,,03-65-25104202840,,8.62721635539708,52.7671271467746,,,,0.0166,,,,,,,,,,
396,Franz Luginger,146: Raising of swine/pigs,,06-09-274-4108-0001,,12.1140510620954,48.6503135960271,,,,0.0124,,,,,,,,,,
397,Franz Wiltmann GmbH & Co. KG Westfälische Fleischwarenfabrik,1013: Production of meat and poultry meat products,B_Industry,06-05-754-0076368,,8.10502470180394,52.0079899889797,,,,,,,,,,,,0.055,,
398,"Franz-Josef und Markus Kenkel GbR Kenkel, Franz-Josef",146: Raising of swine/pigs,,03-85-45300828450,,8.08256341159177,52.9675090580395,,,,0.0126,,,,,,,,,,
399,"Frehe, Norbert",146: Raising of swine/pigs,,03-91-45903266640,,7.73138277223509,52.46100318197,,,,0.0169,,,,,,,,,,
400,Fronberg Guss GmbH,2451: Casting of iron,B_Industry,06-09-376-0031-0001,,12.1202895972223,49.3408607559622,,,,,,,,,,,,,,
401,Frye & Grüner GmbH & Co. KG Galvanotechnik,2561: Treatment and coating of metals,B_Industry,06-09-773-8006-0001,,10.3289597124169,48.6689163251579,,,,,,,,,,,,,,
402,"Fährenkämper, Bernhard und Maria",146: Raising of swine/pigs,L_AgriOther,06-05-570-0287491,,7.9462201285828,51.932713376309,,,,0.0108,,,,,,,,,,
403,"Füchtling, Anton",146: Raising of swine/pigs,,06-05-558-0187634,,7.63950618751104,51.7996279542356,,,,0.0144,,,,,,,,,,
404,GALFA GmbH & Co. KG,2561: Treatment and coating of metals,B_Industry,12-40623810000,,13.7422885263874,51.6331364638842,,,,,,,,,,,,,,
405,GASCADE Gastransport GmbH,910: Support activities for petroleum and natural gas extraction,A_PublicPower,12-50720000935,,13.5390951484745,52.077940742859,,,,,,,,,,,,,,
406,GASCADE Gastransport GmbH,3522: Distribution of gaseous fuels through mains,A_PublicPower,12-30644610000,,14.4741114590666,52.4429385025373,0.128,,,,,,,,,,,,,
407,GDTS - VDS Achim Gasunie Deutschland Transport Services GmbH,3522: Distribution of gaseous fuels through mains,A_PublicPower,03-31-31000106297,,9.02200721275588,53.0267277270654,,,,,,,,,,,,,,
408,GF Casting Solutions Leipzig GmbH,2451: Casting of iron,B_Industry,14-81-56016900000,,12.3154747913115,51.2989702383772,,,,,,,,,,,,,,
409,GF Grafschafter Frischei GmbH & CO.KG,147: Raising of poultry,,03-88-45602801880,,7.17556635640817,52.4821205394209,,,,0.0166,,,,,,,,,,
410,GGAB Agrarbetrieb Groß Grenz GmbH GGAB Agrarbetrieb Groß Grenz GmbH,146: Raising of swine/pigs,,13-30-602,,12.0946585097402,53.974510019538,,,,0.0104,,,,,,,,,,
411,GGS GmbH & Co. KG,147: Raising of poultry,,06-09-376-0152-0001,,12.0126819657893,49.3241101590567,,,,0.0112,,,,,,,,,,
412,GHP Glunz Holzwerkstoffproduktions GmbH .,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-05-700-0001580,,8.95653207806929,51.8810384714996,0.266,,,,,,,,,,,,,
413,GKH - Gemeinschaftskraftwerk Hannover GmbH,3511: Production of electricity,A_PublicPower,03-06-06060316030,,9.64759600897812,52.420317109429,0.926,0.829,,,,,,,,,,,,
414,GKM Grosskraftwerk Mannheim AG,3511: Production of electricity,A_PublicPower,06-08-2948214,,8.49222909547833,49.4457721563389,5.86,4.52,,,,0.181,,,,0.1854,,,,
415,GKS-Gemeinschaftskraftwerk Schweinfurt GmbH,3530: Steam and air conditioning supply,A_PublicPower,06-09-600-0009-0001,,10.2236294308791,50.0301125144724,0.342,,,,,,,,,,,,,
416,GKW -Gichtgaskraftwerk Dillingen GmbH & Co. KG,3511: Production of electricity,A_PublicPower,06-10-00107401,,6.74166740311067,49.3545901239859,0.131,,,,,,,,,,,,,
417,GKW Gemeinschaftsklärwerk Bitterfeld-Wolfen,3700: Sewerage,J_Waste,13133,,12.2865208172849,51.6624092528545,,,,,,,,,,,,,,
418,GLENCORE Magdeburg GmbH,2059: Manufacture of other chemical products n.e.c.,B_Industry,11386,,11.6827459661779,52.1940405743206,,,0.76,,,,,,,,,,,
419,GMB Glasmanufaktur Brandenburg GmbH,2311: Manufacture of flat glass,B_Industry,12-40716060000,,14.6048186696894,51.5758703162918,0.102,,,,,,,,,,,,,
420,GML Gemeinschafts Müllheizkraftwerk Ludwigshafen GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,07-05-8311920,,8.42635642156392,49.4846822000205,,,,,,,,,,,,,,
421,GMVA Gemeinschafts-Müllverbrennungsanlage Niederrhein GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-05-100-0431192,,6.83335380900731,51.4844515597853,0.666,,,,,,,,,,,,,
422,GSB Entsorgungsbetrieb Baar-Ebenhausen,3822: Treatment and disposal of hazardous waste,J_Waste,06-09-100-0212-0001,,11.4789572741793,48.6945722980959,0.124,,,,,,,,,,,,,
423,GUARDIAN Flachglas GmbH,2311: Manufacture of flat glass,B_Industry,13247,,12.243387588332,51.6512326752397,0.35,0.38,,,,,,,,,,,,
424,Gas- und Dampfturbinenanlage,3511: Production of electricity,A_PublicPower,06-10-00105354,,6.97817957161919,49.2136673445612,,,,,,,,,,,,,,
425,Gaskraftwerk Emsland RWE Generation SE,3511: Production of electricity,A_PublicPower,03-10-10257673950,,7.30605725134809,52.4807255600298,0.329,,,,,,,,,,,,,
426,GbR Armin Roder & Söhne,146: Raising of swine/pigs,,13-30-5401005,,12.6404781304603,54.019171627547,,,,0.0344,,,,,,,,,,
427,GePO Hähnchenmast GmbH & Co. KG,147: Raising of poultry,,03-89-45702234521,,7.61574065999163,53.1775906387239,,,,0.0106,,,,,,,,,,
428,Gebrüder Linder Putenaufzucht- und -mastanlage,147: Raising of poultry,,14-83-54529790000,,12.6840984391624,51.0268137102744,,,,0.0475,,,,,,,,,,
429,Geflügelanlage Dillstädt,147: Raising of poultry,,16-87-78959950002,,10.5312910322859,50.5933891097611,,,,0.0143,,,,,,,,,,
430,Geflügelanlage Rottenau,147: Raising of poultry,,12971,,12.1015188658058,52.1018503823423,,,,0.0745,,,,,,,,,,
431,Geflügelerzeuger GmbH Rühle & Co.KG,147: Raising of poultry,,03-86-45403550850,,7.2281387500216,52.659354168796,,,,0.0134,,,,,,,,,,
432,Geflügelfarm Lommatzsch GmbH Legehennenhaltung Schwochau,147: Raising of poultry,,14-72-63445542556,,13.287083761929,51.1820016980135,,,,0.0106,,,,,,,,,,
433,Geflügelhaltungsanlage - WIMEX Agrarprodukte Import & Export,147: Raising of poultry,,13-40-1358026,,11.4291735828,53.8149198875965,,,,0.139,,,,,,,,,,
434,"Geflügelhof  Finne KG, Tauhardt -",147: Raising of poultry,,13944,,11.4805073739866,51.1987378996339,,,,0.0116,,,,,,,,,,
435,Geflügelhof Klaus Middendorf -,147: Raising of poultry,,12968,,11.6713480285337,52.5423416566719,,,,0.0268,,,,,,,,,,
436,Geflügelhof Reinhard Möllenbeck,147: Raising of poultry,,06-05-774-0003755,,8.64624814801682,51.5964224955253,,,,0.0122,,,,,,,,,,
437,"Gehle, Thorsten",146: Raising of swine/pigs,,03-70-25603252110,,9.02560919072307,52.485558904616,,,,0.0129,,,,,,,,,,
438,"Gehring GbR, Thomas und Corinna",147: Raising of poultry,L_AgriOther,06-08-15052939,,9.90381571520866,49.1961377786273,,,,0.0333,,,,,,,,,,
439,Gemeinschaftskraftwerk Bergkamen A beschränkt haftende OHG,3511: Production of electricity,A_PublicPower,06-05-900-0205103,,7.6191278806328,51.6371657731015,2.34,1.478,,,,,,,,0.0264,,,,
440,Gemeinschaftskraftwerk Bremen GmbH & Co. KG Christian Doyen,3511: Production of electricity,A_PublicPower,06-04-11/2000122/0/0,,8.68266305569622,53.1290817094392,0.3,,,,,,,,,,,,,
441,Gemeinschaftskraftwerk Kiel GmbH GKK,3511: Production of electricity,A_PublicPower,01-50-02000283604,,10.1769762658324,54.3386527337962,,,,,,,,,,,,,,
442,Gemischte Tierhaltungsanlage Hohen Wangelin,146: Raising of swine/pigs,,13-50-5095,,12.4639001704981,53.618556170352,,,,0.0215,,,,,,,,,,
443,Gemischte Tierhaltungsanlage Leuschentin,146: Raising of swine/pigs,,13-50-133,,12.8114322382043,53.7398658974944,,,,0.0182,,,,,,,,,,
444,Genesus Deutschland GmbH,146: Raising of swine/pigs,,10334,,11.7729502983218,51.6794456634711,,,,0.0112,,,,,,,,,,
445,Georgsmarienhütte GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,03-10-10285005160,,8.04950110703731,52.2091443971563,0.5700000000000001,1.044,,,,,3.4499999999999997,,,,,,,
446,Geratal Agrar GmbH & Co. KG / Schweinezucht- und Mastanlage Ringleben,146: Raising of swine/pigs,,16-88-41300000045,,10.9611548515903,51.1073516921578,,,,0.0558,,,,,,,,,,
447,Germer Paul,146: Raising of swine/pigs,,03-88-45602528740,,7.25390123076698,52.5270633635906,,,,0.0157,,,,,,,,,,
448,Gerresheimer Lohr GmbH,2313: Manufacture of hollow glass,B_Industry,06-09-677-0020-0001,,9.57894523404982,49.9839518685937,0.137,,,,,,,,,,,,,
449,GfA Lüneburg - gkAöR,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-08-08080337670,,10.4196782321957,53.3043710748785,,,,,,,,,,,,,,
450,Gienanth GmbH,2452: Casting of steel,B_Industry,07-05-8159186,,8.05719260422212,49.5488073754852,,,0.139,,,,,,0.0596,,,,,
451,Gießerei Heunisch GmbH,2451: Casting of iron,B_Industry,06-09-575-0020-0001,,10.4198327619696,49.5119410315744,,,,,,,,,,,,,,
452,Glasfaserherstellungsanlage - SAINT-GOBAIN ISOVER G+H AG Werk Lübz,2314: Manufacture of glass fibres,B_Industry,13-40-4117,,12.0248087392233,53.4752470053133,,,,0.0643,,,,,,,,,,
453,Glaswerk Ernstthal GmbH,2313: Manufacture of hollow glass,B_Industry,16-89-41102290028,,11.1721651406592,50.4899346172225,0.302,,,,,,,,,,,,,
454,GmbH Läuferproduktion Langensalzwedel,146: Raising of swine/pigs,,13163,,12.0625375563925,52.7753294770986,,,,0.0166,,,,,,,,,,
455,Grace GmbH,2013: Manufacture of other inorganic basic chemicals,B_Industry,07-04-6048443,,8.35900312980427,49.6646114905637,0.394,,,,,,,,,,,,,
456,Gregor Große-Kock,146: Raising of swine/pigs,,06-05-562-9987116,,6.96858284467586,51.737917037811,,,,0.0314,,,,,,,,,,
457,"Grethener Qualitätsfleisch GmbH, SMA Grethen",146: Raising of swine/pigs,,14-83-54219650000,,12.6539431148368,51.2133301655778,,,,0.0262,,,,,,,,,,
458,"Grevenkamp, Heinrich-Gustav",146: Raising of swine/pigs,,03-85-45300601470,,7.96759158817979,52.7022578771803,,,,0.0282,,,,,,,,,,
459,Grillo Zinkoxid GmbH,2013: Manufacture of other inorganic basic chemicals,B_Industry,03-01-01227109710,,10.4926643663765,51.9217616625156,,,,,,,,,,,,,,
460,Grillo-Werke AG,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-05-100-0388744,,6.76071755759981,51.4973139165876,,,,,,,,,,,,,,
461,Grillo-Werke AG Werk Frankfurt Höchst     Gebäude G361,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-00450010412,,8.53057276144883,50.0807909910533,,0.966,,,,,,,,,,,,
462,"Grotholtmann, Ernst",146: Raising of swine/pigs,,06-05-566-0371580,,7.76461155284345,52.1361225552083,,,,0.0109,,,,,,,,,,
463,"Große Hartlage, Frank",146: Raising of swine/pigs,,03-91-45903470690,,7.90254602559898,52.0861381932357,,,,0.0144,,,,,,,,,,
464,"Große Vorspohl, Dirk",146: Raising of swine/pigs,,06-05-566-0312814,,7.52908882303626,52.1004390087532,,,,0.0189,,,,,,,,,,
465,GuD HKW,3511: Production of electricity,A_PublicPower,13-50-138,,13.2958811372382,53.5614796584459,0.12,,,,,,,,,,,,,
466,GuD-Anlage Bitterfeld,3511: Production of electricity,A_PublicPower,12342,,12.304608620522,51.6291506084176,,,,,,,,,,,,,,
467,Gunvor Raffinerie Ingolstadt GmbH,1920: Manufacture of refined petroleum products,B_Industry,06-09-176-0003-0139,,11.4729236246672,48.7893605962044,1.064,5.64,0.94,,,,,,,,,,,
468,Gut Allmenhausen Neumair GbR,146: Raising of swine/pigs,,16-82-75481420000,,10.7318400390096,51.2413559774053,,,,0.0102,,,,,,,,,,
469,"Gut Groß Langerwisch Hölscher, Leuschner, Quittmann GbR",146: Raising of swine/pigs,,12-10702000000,,12.0998576124823,53.1759974280058,,,,0.0261,,,,,,,,,,
470,Gut Jäglitz GmbH & Co. Agrar KG,147: Raising of poultry,,12-10704280000,,12.2625210291943,53.2454459189795,,,,0.0419,,,,,,,,,,
471,Gut Klein Wanzleben Schweinezucht GmbH & Co. KG,146: Raising of swine/pigs,,13286,,11.3689458462964,52.0601795417947,,,,0.145,,,,,,,,,,
472,Gut Klenz Westhues KG Schweinemastanlage Klenz,146: Raising of swine/pigs,,13-30-530,,12.6522361995204,53.8517502959668,,,,0.0207,,,,,,,,,,
473,Gut Klessin Frank Tiggemann,146: Raising of swine/pigs,,12-30640570000,,14.5443217877432,52.461165573979,,,,0.0233,,,,,,,,,,
474,Gut Tier- und Pflanzenproduktion GmbH Rövershagen,146: Raising of swine/pigs,,13-30-163,,12.2723071190396,54.1706072226961,,,,0.0808,,,,,,,,,,
475,Gußwerke Leipzig GmbH,2451: Casting of iron,B_Industry,14-81-54945320000,,12.2918481808392,51.3442243116686,,,,,,,,,,,,,,
476,"Göken, Theodor",147: Raising of poultry,,03-85-45300755340,,7.95001660615861,52.9475872772379,,,,0.0126,,,,,,,,,,
477,Görtz Blumenberg GmbH & Co. Agrar KG,146: Raising of swine/pigs,,13187,,11.4477577246053,52.045789281908,,,,0.0356,,,,,,,,,,
478,Görtz Blumenberg GmbH & Co. Agrar KG Aschersleben,146: Raising of swine/pigs,,11113,,11.4565622090429,51.7983150154269,,,,0.0212,,,,,,,,,,
479,"Götting, Hans",146: Raising of swine/pigs,,03-85-45301139560,,7.74663913904283,52.7214800974162,,,,0.0145,,,,,,,,,,
480,H&R Chemisch Pharmazeutische Spezialitäten GmbH,1920: Manufacture of refined petroleum products,B_Industry,03-10-10101531850,,7.34857827905225,52.3176043245424,,,,,,,,,,,,,,
481,H. & J. Brüggen KG,1089: Manufacture of other food products n.e.c.,B_Industry,01-30-03000000018,,10.6927365999219,53.878890196825,,,,,,0.72,,,,,,,,
482,H.E.S. Hennigsdorfer Elektrostahlwerke GmbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,12-10651670000,,13.2114270015474,52.6532678390862,0.254,,,,,,,,,,,,,
483,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbH,1712: Manufacture of paper and paperboard,A_PublicPower,06-09-187-4048-0001,,12.1183302528359,47.7959786168325,0.187,,,,,,,,,,,,,
484,HEMO Geflügelproduktion GmbH,147: Raising of poultry,,03-88-45601212971,,6.88394250273406,52.635165635278,,,,0.0338,,,,,,,,,,
485,HGS - Hirschfelder Geflügel & Spezial GmbH,147: Raising of poultry,,14-65-59703890000,,13.3427227137528,51.0296412781991,,,,0.0239,,,,,,,,,,
486,HIM GmbH,3822: Treatment and disposal of hazardous waste,J_Waste,06-00001590433,,8.49490776409237,49.7790920056327,0.104,,,,,,,,,,,,,
487,HKW EBS Stavenhagen,3821: Treatment and disposal of non-hazardous waste,J_Waste,13-50-1165,,12.909319066075,53.706561629073,0.152,,,,,,,,,,,,,
488,HSE Klärwerksverbund Köhlbrandhöft/Dradenau,3700: Sewerage,J_Waste,06-02-B98202A006,,9.93993806670871,53.5358672916086,,,,,,,,,,,,,,
489,HaGe Produktions GmbH,1091: Manufacture of prepared feeds for farm animals,B_Industry,01-20-58135291636,,9.67778824495458,54.2946926519839,,,,,,0.275,,,,,,,,
490,"Hackmann Landwehr GbR Hackmann, Heinz",146: Raising of swine/pigs,,03-85-45300975480,,7.9945731963408,52.7736381900998,,,,0.016,,,,,,,,,,
491,Hagedorn-Voß GmbH,147: Raising of poultry,,06-05-566-9965667,,7.50709956938028,52.1087764689359,,,,0.015,,,,,,,,,,
492,Hagemann Dienste GmbH Hagemann Dienste GmbH,146: Raising of swine/pigs,,12-10701980000,,12.1102908395934,53.1236635564908,,,,0.0218,,,,,,,,,,
493,Hamburger Rieger GmbH Geschäftsfeld Kraftwerk,3821: Treatment and disposal of non-hazardous waste,J_Waste,12-40716870000,,14.3649474517535,51.5285368964701,0.383,,,,,,,,,,,,,
494,Hans Ludwig Gievers,146: Raising of swine/pigs,,06-05-762-9039905,,9.18944307535617,51.5998597796506,,,,0.0103,,,,,,,,,,
495,Hartgering Wielfried,146: Raising of swine/pigs,,03-88-45601502290,,7.13032969281253,52.4889399507145,,,,0.0107,,,,,,,,,,
496,"Hartwig, Robert",146: Raising of swine/pigs,,06-05-570-0819275,,8.09948039282999,51.7772017658157,,,,0.0104,,,,,,,,,,
497,Harz-Metall GmbH,"2443: Lead, zinc and tin production",J_Waste,03-01-01010001150,,10.4854851445401,51.9034012974424,,,,,,,,,,0.022600000000000002,,,,
